0.954287	0.987911	0.970808	
0.954856	0.987045	0.970684	
0.955141	0.987776	0.971184	
0.953859	0.989073	0.971147	
0.951011	0.988747	0.969512	
0.953432	0.988484	0.970642	
0.954002	0.989513	0.971433	
0.950869	0.986409	0.968313	
0.955711	0.988220	0.971693	
0.953717	0.989071	0.971072	
0.953574	0.986301	0.969662	
0.955426	0.988216	0.971544	
0.954999	0.987483	0.970969	
0.951438	0.988606	0.969666	
0.950726	0.989330	0.969644	
0.954571	0.987769	0.970886	
0.952862	0.988769	0.970484	
0.954714	0.988208	0.971172	
0.956707	0.987941	0.972074	
0.953290	0.989212	0.970919	
0.962347	0.983021	0.972575	
0.962687	0.980989	0.971751	
0.962347	0.980643	0.971409	
0.962008	0.980975	0.971399	
0.962347	0.979627	0.970910	
0.963365	0.981341	0.972270	
0.963365	0.979648	0.971438	
0.960651	0.983333	0.971860	
0.960651	0.980949	0.970694	
0.962687	0.982007	0.972251	
0.958955	0.984331	0.971478	
0.965739	0.981386	0.973500	
0.962008	0.980636	0.971233	
0.961669	0.981648	0.971556	
0.962347	0.982681	0.972408	
0.961669	0.981308	0.971389	
0.962347	0.983362	0.972741	
0.962008	0.979620	0.970734	
0.960312	0.981963	0.971017	
0.961330	0.983004	0.972046	
0.881962	0.980132	0.928459	
0.884712	0.980193	0.930008	
0.883796	0.979924	0.929381	
0.884254	0.978195	0.928855	
0.882879	0.982152	0.929873	
0.883796	0.979177	0.929045	
0.887234	0.979504	0.931088	
0.884942	0.979204	0.929689	
0.884942	0.980447	0.930249	
0.884483	0.980935	0.930216	
0.882420	0.977157	0.927376	
0.886317	0.980974	0.931246	
0.884254	0.980183	0.929751	
0.888838	0.981275	0.932772	
0.884942	0.979701	0.929913	
0.884712	0.978454	0.929225	
0.881962	0.980132	0.928459	
0.883108	0.978913	0.928546	
0.883108	0.977671	0.927987	
0.886775	0.978998	0.930607	
0.962688	0.933225	0.947728	
0.963167	0.931314	0.946972	
0.961492	0.931202	0.946105	
0.961492	0.931634	0.946328	
0.964363	0.933117	0.948483	
0.962449	0.935162	0.948609	
0.963167	0.933040	0.947864	
0.961253	0.932483	0.946649	
0.962210	0.932113	0.946922	
0.961971	0.934262	0.947914	
0.963167	0.934122	0.948422	
0.962210	0.931897	0.946811	
0.964363	0.932901	0.948371	
0.961971	0.930803	0.946130	
0.961014	0.932900	0.946748	
0.961014	0.932034	0.946302	
0.961253	0.933349	0.947096	
0.961971	0.934262	0.947914	
0.960536	0.933953	0.947058	
0.961732	0.932298	0.946786	
0.815185	0.983665	0.891535	
0.814008	0.980156	0.889389	
0.811065	0.981481	0.888173	
0.819305	0.980973	0.892880	
0.810477	0.977289	0.886100	
0.812242	0.980114	0.888317	
0.820483	0.981690	0.893876	
0.819305	0.982357	0.893453	
0.815774	0.979505	0.890173	
0.818128	0.979563	0.891597	
0.819894	0.979606	0.892663	
0.821071	0.981013	0.893944	
0.818128	0.983723	0.893316	
