0.676056	1.000000	0.806723	
0.670423	1.000000	0.802698	
0.692958	1.000000	0.818636	
0.678873	1.000000	0.808725	
0.673239	1.000000	0.804714	
0.681690	1.000000	0.810720	
0.684507	1.000000	0.812709	
0.670423	1.000000	0.802698	
0.695775	1.000000	0.820598	
0.681690	1.000000	0.810720	
0.678873	0.995868	0.807370	
0.684507	1.000000	0.812709	
0.684507	0.995902	0.811352	
0.690141	1.000000	0.816667	
0.673239	0.995833	0.803361	
0.667606	1.000000	0.800676	
0.695775	0.995968	0.819237	
0.695775	1.000000	0.820598	
0.681690	1.000000	0.810720	
0.684507	1.000000	0.812709	
0.840708	0.982759	0.906200	
0.834808	0.989510	0.905600	
0.817109	0.985765	0.893548	
0.864307	0.983221	0.919937	
0.784661	0.992537	0.876442	
0.808260	0.989170	0.889610	
0.834808	0.986063	0.904153	
0.843658	0.993056	0.912281	
0.814159	0.989247	0.893204	
0.808260	0.989170	0.889610	
0.817109	0.982270	0.892110	
0.820059	0.992857	0.898223	
0.811209	0.989209	0.891410	
0.828909	0.982517	0.899200	
0.825959	0.979021	0.896000	
0.837758	0.982699	0.904459	
0.817109	0.996403	0.897893	
0.837758	0.986111	0.905901	
0.828909	0.979094	0.897764	
0.814159	0.989247	0.893204	
0.771429	1.000000	0.870968	
0.780952	1.000000	0.877005	
0.768254	1.000000	0.868941	
0.784127	1.000000	0.879004	
0.768254	1.000000	0.868941	
0.768254	1.000000	0.868941	
0.771429	0.995902	0.869410	
0.768254	1.000000	0.868941	
0.784127	0.995968	0.877442	
0.761905	1.000000	0.864865	
0.758730	1.000000	0.862816	
0.742857	1.000000	0.852459	
0.752381	1.000000	0.858696	
0.784127	1.000000	0.879004	
0.765079	0.995868	0.865350	
0.771429	0.995902	0.869410	
0.774603	1.000000	0.872987	
0.784127	1.000000	0.879004	
0.765079	0.995868	0.865350	
0.784127	1.000000	0.879004	
0.660057	1.000000	0.795222	
0.677054	1.000000	0.807432	
0.685552	1.000000	0.813445	
0.671388	1.000000	0.803390	
0.677054	1.000000	0.807432	
0.674221	1.000000	0.805415	
0.671388	1.000000	0.803390	
0.671388	1.000000	0.803390	
0.685552	1.000000	0.813445	
0.685552	1.000000	0.813445	
0.668555	1.000000	0.801358	
0.677054	1.000000	0.807432	
0.657224	1.000000	0.793162	
0.688385	1.000000	0.815436	
0.634561	1.000000	0.776430	
0.677054	1.000000	0.807432	
0.688385	1.000000	0.815436	
0.674221	1.000000	0.805415	
0.665722	1.000000	0.799320	
0.682720	0.995868	0.810084	
0.900000	0.982533	0.939457	
0.896000	0.991150	0.941176	
0.900000	0.991189	0.943396	
0.884000	0.995495	0.936441	
0.908000	0.986957	0.945833	
0.912000	0.991304	0.950000	
0.904000	0.982609	0.941667	
0.912000	0.995633	0.951983	
0.916000	0.978632	0.946281	
0.916000	0.987069	0.950207	
0.884000	0.995495	0.936441	
0.912000	0.995633	0.951983	
0.896000	0.982456	0.937238	
0.904000	0.986900	0.943633	
0.856000	0.995349	0.920430	
0.896000	0.995556	0.943158	
0.908000	0.991266	0.947808	
0.912000	0.982759	0.946058	
0.908000	0.991266	0.947808	
0.888000	1.000000	0.940678	
0.784024	0.985130	0.873147	
0.760355	0.992278	0.860972	
0.792899	0.992593	0.881579	
0.769231	0.992366	0.866667	
0.769231	1.000000	0.869565	
0.727811	0.991935	0.839590	
0.795858	0.996296	0.884868	
0.789941	0.988889	0.878289	
